Fahrten,Namen
4668,S31 (BLS AG (bls))
3662,S3 (BLS AG (bls))
1951,S8 (Regionalverkehr Bern-Solothurn)
836,S4 (BLS AG (bls))
567,2 (Verkehrsbetriebe Biel)
514,20 (Städtische Verkehrsbetriebe Bern)
457,12 (Städtische Verkehrsbetriebe Bern)
350,5 (Verkehrsbetriebe Biel)
233,S1 (BLS AG (bls))
232,S2 (BLS AG (bls))
215,41 (Autobusbetrieb RBS)
207,40 (Autobusbetrieb RBS)
205,1 (Verkehrsbetriebe Biel)
195,10 (Städtische Verkehrsbetriebe Bern)
194,8 (Städtische Verkehrsbetriebe Bern)
184,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
161,11 (Städtische Verkehrsbetriebe Bern)
158,9 (Städtische Verkehrsbetriebe Bern)
157,4 (Verkehrsbetriebe Biel)
151,S11 (BLS AG (bls))
