Fahrten,Namen
580,S7 (Regionalverkehr Bern-Solothurn)
98,40 (Autobusbetrieb RBS)
85,IR65 (BLS AG (bls))
40,EC (Schweizerische Bundesbahnen SBB)
34,RE2 (Transports publics fribourgeois)
25,10 (Städtische Verkehrsbetriebe Bern)
25,IR16 (Schweizerische Bundesbahnen SBB)
24,IC1 (Schweizerische Bundesbahnen SBB)
14,IR35 (Schweizerische Bundesbahnen SBB)
14,12 (Städtische Verkehrsbetriebe Bern)
8,RE5 (Regionalverkehr Bern-Solothurn)
8,S1 (BLS AG (bls))
8,6 (Verkehrsbetriebe Biel)
7,IC61 (Schweizerische Bundesbahnen SBB)
7,8 (Städtische Verkehrsbetriebe Bern)
6,S44 (BLS AG (bls))
6,7 (Städtische Verkehrsbetriebe Bern)
6,RE9 (BLS AG (bls))
6,2 (Service d'automobiles TPF)
6,17 (Städtische Verkehrsbetriebe Bern)
