Fahrten,Namen
5355,IC81 (Schweizerische Bundesbahnen SBB)
4643,IR65 (BLS AG (bls))
4360,20 (Städtische Verkehrsbetriebe Bern)
3973,IC61 (Schweizerische Bundesbahnen SBB)
3821,RE5 (Regionalverkehr Bern-Solothurn)
3801,IR17 (BLS AG (bls))
3664,S31 (BLS AG (bls))
3516,IC8 (Schweizerische Bundesbahnen SBB)
3230,IR15 (Schweizerische Bundesbahnen SBB)
3220,IC1 (Schweizerische Bundesbahnen SBB)
3126,RE1 (BLS AG (bls))
2976,S3 (BLS AG (bls))
2777,S7 (Regionalverkehr Bern-Solothurn)
2521,S8 (Regionalverkehr Bern-Solothurn)
2503,ICE (Schweizerische Bundesbahnen SBB)
2471,IC6 (Schweizerische Bundesbahnen SBB)
2234,10 (Städtische Verkehrsbetriebe Bern)
1957,12 (Städtische Verkehrsbetriebe Bern)
1885,8 (Städtische Verkehrsbetriebe Bern)
1681,S2 (BLS AG (bls))
