Fahrten,Namen
114,Bern - Zollikofen
105,Ittigen - Mattstetten
87,Ittigen - Zollikofen
66,Bern - Mattstetten
64,Ittigen - Rapperswil (BE)
50,Bolligen - Mattstetten
48,Krauchthal - Mattstetten
45,Ittigen - Moosseedorf
37,Ittigen - Jegenstorf
35,Bern - Rapperswil (BE)
34,Biel/Bienne - Ittigen
30,Mattstetten - Vechigen
28,Bern - Biel/Bienne
28,Bern - Moosseedorf
27,Bern - Jegenstorf
24,Jegenstorf - Krauchthal
20,Ittigen - Lyss
19,Bolligen - Moosseedorf
18,Mattstetten - Stettlen
17,Mattstetten - Worb
