Fahrten,Namen
536,S8 (Regionalverkehr Bern-Solothurn)
55,S3 (BLS AG (bls))
53,S7 (Regionalverkehr Bern-Solothurn)
47,IR65 (BLS AG (bls))
45,S31 (BLS AG (bls))
38,IC61 (Schweizerische Bundesbahnen SBB)
29,RE5 (Regionalverkehr Bern-Solothurn)
20,IR35 (Schweizerische Bundesbahnen SBB)
16,36 (Autobusbetrieb RBS)
15,38 (Autobusbetrieb RBS)
15,898 (Autobusbetrieb RBS)
11,1 (STI Bus AG)
11,2 (STI Bus AG)
9,5 (STI Bus AG)
7,6 (Verkehrsbetriebe Biel)
6,2 (Verkehrsbetriebe Biel)
6,5 (Verkehrsbetriebe Biel)
5,RE7 (BLS AG (bls))
4,RE2 (Transports publics fribourgeois)
4,IR17 (BLS AG (bls))
