Fahrten,Namen
278,S8 (Regionalverkehr Bern-Solothurn)
24,IC61 (Schweizerische Bundesbahnen SBB)
24,RE1 (BLS AG (bls))
8,S2 (BLS AG (bls))
6,IC1 (Schweizerische Bundesbahnen SBB)
6,S5 (BLS AG (bls))
6,3 (STI Bus AG)
5,IC6 (Schweizerische Bundesbahnen SBB)
5,S6 (BLS AG (bls))
5,IR17 (BLS AG (bls))
5,21 (STI Bus AG)
4,S7 (Regionalverkehr Bern-Solothurn)
4,5 (STI Bus AG)
4,EC (Schweizerische Bundesbahnen SBB)
4,1 (STI Bus AG)
4,RE3 (Transports publics fribourgeois)
4,S44 (BLS AG (bls))
4,2 (STI Bus AG)
3,RE7 (BLS AG (bls))
3,IR16 (Schweizerische Bundesbahnen SBB)
