Fahrten,Namen
3482,RE5 (Regionalverkehr Bern-Solothurn)
1156,S8 (Regionalverkehr Bern-Solothurn)
613,465 (Busland AG)
290,S20 (Schweizerische Bundesbahnen SBB)
250,884 (Autobusbetrieb RBS)
248,20 (Städtische Verkehrsbetriebe Bern)
189,5 (Busbetrieb Solothurn und Umgebung)
186,7 (Busbetrieb Solothurn und Umgebung)
166,1 (Busbetrieb Solothurn und Umgebung)
148,3 (Busbetrieb Solothurn und Umgebung)
139,12 (Städtische Verkehrsbetriebe Bern)
136,2 (Busbetrieb Solothurn und Umgebung)
125,S11 (Aare Seeland mobil (snb))
104,10 (Städtische Verkehrsbetriebe Bern)
87,S44 (BLS AG (bls))
86,8 (Städtische Verkehrsbetriebe Bern)
70,IR35 (Schweizerische Bundesbahnen SBB)
69,363 (Autobusbetrieb RBS)
65,S7 (Regionalverkehr Bern-Solothurn)
56,7 (Städtische Verkehrsbetriebe Bern)
