Fahrten,Namen
2396,RE5 (Regionalverkehr Bern-Solothurn)
242,S8 (Regionalverkehr Bern-Solothurn)
173,7 (Busbetrieb Solothurn und Umgebung)
170,20 (Städtische Verkehrsbetriebe Bern)
156,S20 (Schweizerische Bundesbahnen SBB)
135,3 (Busbetrieb Solothurn und Umgebung)
102,5 (Busbetrieb Solothurn und Umgebung)
102,12 (Städtische Verkehrsbetriebe Bern)
88,S11 (Aare Seeland mobil (snb))
70,2 (Busbetrieb Solothurn und Umgebung)
68,1 (Busbetrieb Solothurn und Umgebung)
64,8 (Städtische Verkehrsbetriebe Bern)
57,10 (Städtische Verkehrsbetriebe Bern)
43,6 (Städtische Verkehrsbetriebe Bern)
40,7 (Städtische Verkehrsbetriebe Bern)
35,9 (Städtische Verkehrsbetriebe Bern)
30,884 (Autobusbetrieb RBS)
27,S7 (Regionalverkehr Bern-Solothurn)
26,S41 (BLS AG (bls))
25,8 (Autobusbetrieb RBS)
