Fahrten,Namen
781,S7 (Regionalverkehr Bern-Solothurn)
31,S8 (Regionalverkehr Bern-Solothurn)
15,12 (Städtische Verkehrsbetriebe Bern)
14,36 (Autobusbetrieb RBS)
11,791 (PostAuto AG)
11,8 (Städtische Verkehrsbetriebe Bern)
11,40 (Autobusbetrieb RBS)
10,EC (Schweizerische Bundesbahnen SBB)
9,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
8,10 (Städtische Verkehrsbetriebe Bern)
7,S31 (BLS AG (bls))
7,S9 (Regionalverkehr Bern-Solothurn)
7,S2 (BLS AG (bls))
6,7 (Städtische Verkehrsbetriebe Bern)
6,20 (Städtische Verkehrsbetriebe Bern)
6,IR65 (BLS AG (bls))
5,RE1 (BLS AG (bls))
4,781 (PostAuto AG)
4,RE5 (Regionalverkehr Bern-Solothurn)
3,46 (Autobusbetrieb RBS)
