Fahrten,Namen
30,S8 (Regionalverkehr Bern-Solothurn)
15,RE5 (Regionalverkehr Bern-Solothurn)
4,5 (Busbetrieb Solothurn und Umgebung)
3,17 (Städtische Verkehrsbetriebe Bern)
3,7 (Städtische Verkehrsbetriebe Bern)
1,IC5 (Schweizerische Bundesbahnen SBB)
1,S3 (BLS AG (bls))
1,S11 (BLS AG (bls))
1,S9 (Regionalverkehr Bern-Solothurn)
1,41 (Autobusbetrieb RBS)
1,465 (Busland AG)
1,S21 (Schweizerische Bundesbahnen SBB)
1,IC61 (Schweizerische Bundesbahnen SBB)
0,10 (Städtische Verkehrsbetriebe Bern)
0,36 (Autobusbetrieb RBS)
0,34 (Autobusbetrieb RBS)
0,S5 (BLS AG (bls))
