Fahrten,Namen
785,S8 (Regionalverkehr Bern-Solothurn)
68,38 (Autobusbetrieb RBS)
57,10 (Städtische Verkehrsbetriebe Bern)
46,S2 (BLS AG (bls))
41,EC (Schweizerische Bundesbahnen SBB)
34,12 (Städtische Verkehrsbetriebe Bern)
23,8 (Städtische Verkehrsbetriebe Bern)
12,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
11,6 (Städtische Verkehrsbetriebe Bern)
10,IR16 (Schweizerische Bundesbahnen SBB)
10,9 (Städtische Verkehrsbetriebe Bern)
9,IR35 (Schweizerische Bundesbahnen SBB)
9,RE7 (BLS AG (bls))
9,IC1 (Schweizerische Bundesbahnen SBB)
7,107 (PostAuto AG)
6,3 (STI Bus AG)
5,871 (Autobusbetrieb RBS)
4,RE1 (BLS AG (bls))
4,19 (Städtische Verkehrsbetriebe Bern)
4,104 (PostAuto AG)
