Fahrten,Namen
277,Bätterkinden
119,Schalunen
111,Fraubrunnen
107,"Bätterkinden, Bahnhof"
89,"Utzenstorf, Poststrasse"
69,Jegenstorf
57,Bern
35,Kirchberg-Alchenflüh
32,Schönbühl Shoppyland
29,Grafenried
28,Schönbühl RBS
28,"Utzenstorf, Schloss Landshut"
24,"Mülchi, Spritzenhaus"
23,Solothurn
23,Aefligen
23,Büren zum Hof
20,Oberzollikofen
19,"Koppigen, Schwimmbad"
19,"Koppigen, Stöck"
18,"Lyssach, Bernstrasse West"
