Fahrten,Namen
450,S8 (Regionalverkehr Bern-Solothurn)
187,884 (Autobusbetrieb RBS)
92,RE5 (Regionalverkehr Bern-Solothurn)
78,S44 (BLS AG (bls))
66,363 (Autobusbetrieb RBS)
24,465 (Busland AG)
16,882 (PostAuto AG)
13,36 (Autobusbetrieb RBS)
8,S31 (BLS AG (bls))
8,10 (Städtische Verkehrsbetriebe Bern)
8,41 (Autobusbetrieb RBS)
7,466 (Busland AG)
7,467 (Busland AG)
6,M11 (Busbetrieb Solothurn und Umgebung)
6,38 (Autobusbetrieb RBS)
5,IC5 (Schweizerische Bundesbahnen SBB)
4,5 (Busbetrieb Solothurn und Umgebung)
4,2 (Busbetrieb Solothurn und Umgebung)
4,S7 (Regionalverkehr Bern-Solothurn)
3,20 (Städtische Verkehrsbetriebe Bern)
