Fahrten,Namen
731,RE5 (Regionalverkehr Bern-Solothurn)
125,S20 (Schweizerische Bundesbahnen SBB)
93,885 (PostAuto AG)
50,886 (PostAuto AG)
39,2 (Busbetrieb Solothurn und Umgebung)
38,7 (Busbetrieb Solothurn und Umgebung)
22,S44 (BLS AG (bls))
22,884 (Autobusbetrieb RBS)
20,5 (Busbetrieb Solothurn und Umgebung)
20,S8 (Regionalverkehr Bern-Solothurn)
19,3 (Busbetrieb Solothurn und Umgebung)
16,882 (PostAuto AG)
15,1 (Busbetrieb Solothurn und Umgebung)
14,S11 (Aare Seeland mobil (snb))
13,20 (Städtische Verkehrsbetriebe Bern)
11,21 (Busbetrieb Grenchen und Umgebung)
10,8 (Autobusbetrieb RBS)
10,465 (Busland AG)
6,17 (Busbetrieb Solothurn und Umgebung)
6,26 (Busbetrieb Grenchen und Umgebung)
