Fahrten,Namen
123,Bern - Lohn-Ammannsegg
74,Lohn-Ammannsegg - Solothurn
61,Biberist - Lohn-Ammannsegg
37,Lohn-Ammannsegg - Zuchwil
25,Bätterkinden - Lohn-Ammannsegg
20,Grenchen - Lohn-Ammannsegg
18,Derendingen - Lohn-Ammannsegg
17,Buchegg - Solothurn
16,Gerlafingen - Lohn-Ammannsegg
15,Lohn-Ammannsegg - Luterbach
15,Lohn-Ammannsegg - Subingen
14,Lohn-Ammannsegg - Utzenstorf
14,Buchegg - Grenchen
12,Biberist - Buchegg
10,Kirchberg (BE) - Lohn-Ammannsegg
9,Halten - Lohn-Ammannsegg
8,Lüterkofen-Ichertswil - Solothurn
8,Buchegg - Lohn-Ammannsegg
8,Grenchen - Schnottwil
8,Fraubrunnen - Lohn-Ammannsegg
