Fahrten,Namen
778,RE5 (Regionalverkehr Bern-Solothurn)
258,S20 (Schweizerische Bundesbahnen SBB)
50,21 (Busbetrieb Grenchen und Umgebung)
46,12 (Städtische Verkehrsbetriebe Bern)
31,20 (Städtische Verkehrsbetriebe Bern)
27,19 (Städtische Verkehrsbetriebe Bern)
26,S7 (Regionalverkehr Bern-Solothurn)
22,9 (Städtische Verkehrsbetriebe Bern)
21,8 (Städtische Verkehrsbetriebe Bern)
16,10 (Städtische Verkehrsbetriebe Bern)
15,17 (Städtische Verkehrsbetriebe Bern)
12,34 (Busbetrieb Grenchen und Umgebung)
12,S11 (Aare Seeland mobil (snb))
11,RE1 (BLS AG (bls))
11,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
9,S1 (BLS AG (bls))
6,S41 (BLS AG (bls))
6,26 (Busbetrieb Grenchen und Umgebung)
6,17 (Busbetrieb Solothurn und Umgebung)
5,101 (PostAuto AG)
