Fahrten,Namen
4091,RE5 (Regionalverkehr Bern-Solothurn)
996,S8 (Regionalverkehr Bern-Solothurn)
374,S20 (Schweizerische Bundesbahnen SBB)
237,20 (Städtische Verkehrsbetriebe Bern)
208,12 (Städtische Verkehrsbetriebe Bern)
196,5 (Busbetrieb Solothurn und Umgebung)
172,7 (Busbetrieb Solothurn und Umgebung)
151,2 (Busbetrieb Solothurn und Umgebung)
143,8 (Städtische Verkehrsbetriebe Bern)
134,3 (Busbetrieb Solothurn und Umgebung)
127,10 (Städtische Verkehrsbetriebe Bern)
88,S11 (Aare Seeland mobil (snb))
85,884 (Autobusbetrieb RBS)
83,S7 (Regionalverkehr Bern-Solothurn)
77,9 (Städtische Verkehrsbetriebe Bern)
76,S2 (BLS AG (bls))
69,1 (Busbetrieb Solothurn und Umgebung)
61,6 (Städtische Verkehrsbetriebe Bern)
56,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
55,7 (Städtische Verkehrsbetriebe Bern)
