Fahrten,Namen
5604,RE5 (Regionalverkehr Bern-Solothurn)
3020,S8 (Regionalverkehr Bern-Solothurn)
519,S20 (Schweizerische Bundesbahnen SBB)
422,20 (Städtische Verkehrsbetriebe Bern)
404,465 (Busland AG)
310,2 (Busbetrieb Solothurn und Umgebung)
302,10 (Städtische Verkehrsbetriebe Bern)
294,5 (Busbetrieb Solothurn und Umgebung)
281,12 (Städtische Verkehrsbetriebe Bern)
275,884 (Autobusbetrieb RBS)
251,S4 (BLS AG (bls))
226,S7 (Regionalverkehr Bern-Solothurn)
208,8 (Städtische Verkehrsbetriebe Bern)
200,1 (Busbetrieb Solothurn und Umgebung)
180,7 (Busbetrieb Solothurn und Umgebung)
171,871 (Autobusbetrieb RBS)
153,S31 (BLS AG (bls))
149,3 (Busbetrieb Solothurn und Umgebung)
134,363 (Autobusbetrieb RBS)
125,S2 (BLS AG (bls))
