Fahrten,Namen
2754,S7 (Regionalverkehr Bern-Solothurn)
550,44 (Autobusbetrieb RBS)
502,451 (PostAuto AG)
330,46 (Autobusbetrieb RBS)
209,S8 (Regionalverkehr Bern-Solothurn)
203,47 (Autobusbetrieb RBS)
138,8 (Städtische Verkehrsbetriebe Bern)
94,40 (Autobusbetrieb RBS)
73,20 (Städtische Verkehrsbetriebe Bern)
53,6 (Städtische Verkehrsbetriebe Bern)
49,10 (Städtische Verkehrsbetriebe Bern)
47,7 (Städtische Verkehrsbetriebe Bern)
47,12 (Städtische Verkehrsbetriebe Bern)
47,781 (PostAuto AG)
46,36 (Autobusbetrieb RBS)
42,S2 (BLS AG (bls))
39,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
31,9 (Städtische Verkehrsbetriebe Bern)
22,S31 (BLS AG (bls))
21,S4 (BLS AG (bls))
