Fahrten,Namen
56,S7 (Regionalverkehr Bern-Solothurn)
6,7 (Städtische Verkehrsbetriebe Bern)
3,10 (Städtische Verkehrsbetriebe Bern)
2,19 (Städtische Verkehrsbetriebe Bern)
2,IR35 (Schweizerische Bundesbahnen SBB)
2,S52 (BLS AG (bls))
2,S3 (BLS AG (bls))
2,EC (Schweizerische Bundesbahnen SBB)
2,20 (Städtische Verkehrsbetriebe Bern)
1,17 (Städtische Verkehrsbetriebe Bern)
1,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
1,8 (Städtische Verkehrsbetriebe Bern)
1,9 (Städtische Verkehrsbetriebe Bern)
1,S1 (BLS AG (bls))
1,465 (Busland AG)
1,S44 (BLS AG (bls))
0,11 (Städtische Verkehrsbetriebe Bern)
0,3 (STI Bus AG)
0,100 (PostAuto AG)
0,S4 (BLS AG (bls))
