Fahrten,Namen
195,S7 (Regionalverkehr Bern-Solothurn)
13,7 (Städtische Verkehrsbetriebe Bern)
8,10 (Städtische Verkehrsbetriebe Bern)
7,19 (Städtische Verkehrsbetriebe Bern)
6,S52 (BLS AG (bls))
4,S3 (BLS AG (bls))
4,20 (Städtische Verkehrsbetriebe Bern)
3,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
3,8 (Städtische Verkehrsbetriebe Bern)
3,17 (Städtische Verkehrsbetriebe Bern)
2,IR35 (Schweizerische Bundesbahnen SBB)
2,EC (Schweizerische Bundesbahnen SBB)
2,9 (Städtische Verkehrsbetriebe Bern)
2,S1 (BLS AG (bls))
1,102 (PostAuto AG)
1,100 (PostAuto AG)
1,11 (Städtische Verkehrsbetriebe Bern)
1,3 (STI Bus AG)
1,S44 (BLS AG (bls))
1,465 (Busland AG)
