Fahrten,Namen
195,Deisswil
195,Bern
5,"Bern, Loryplatz"
5,"Bern, Sulgenau"
5,"Bern, Zytglogge"
4,"Bern, Salem"
3,Bern Marzili
3,"Liebefeld, Neuhausplatz"
3,"Bümpliz, Höhe"
3,Bern Stöckacker
2,Burgdorf
2,Bern Bümpliz Nord
2,"Bern, Dübystrasse"
2,"Bethlehem b. Bern, Holenacker"
2,"Bern, Zieglerspital"
2,"Bern, Länggasse"
2,"Bern, Lorraine"
1,Lyss
1,Belp Steinbach
1,Thun
