Fahrten,Namen
517,RE5 (Regionalverkehr Bern-Solothurn)
122,3 (Busbetrieb Solothurn und Umgebung)
99,2 (Busbetrieb Solothurn und Umgebung)
25,12 (Städtische Verkehrsbetriebe Bern)
18,S8 (Regionalverkehr Bern-Solothurn)
17,20 (Städtische Verkehrsbetriebe Bern)
16,6 (Busbetrieb Solothurn und Umgebung)
7,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
6,8 (Städtische Verkehrsbetriebe Bern)
6,9 (Städtische Verkehrsbetriebe Bern)
5,17 (Städtische Verkehrsbetriebe Bern)
5,10 (Städtische Verkehrsbetriebe Bern)
4,19 (Städtische Verkehrsbetriebe Bern)
3,S1 (BLS AG (bls))
3,8 (Autobusbetrieb RBS)
3,101 (PostAuto AG)
3,IC61 (Schweizerische Bundesbahnen SBB)
3,S20 (Schweizerische Bundesbahnen SBB)
2,S2 (BLS AG (bls))
2,S7 (Regionalverkehr Bern-Solothurn)
