Fahrten,Namen
5231,RE5 (Regionalverkehr Bern-Solothurn)
762,S8 (Regionalverkehr Bern-Solothurn)
612,S20 (Schweizerische Bundesbahnen SBB)
553,884 (Autobusbetrieb RBS)
406,5 (Busbetrieb Solothurn und Umgebung)
376,2 (Busbetrieb Solothurn und Umgebung)
281,20 (Städtische Verkehrsbetriebe Bern)
252,1 (Busbetrieb Solothurn und Umgebung)
212,7 (Busbetrieb Solothurn und Umgebung)
207,12 (Städtische Verkehrsbetriebe Bern)
199,465 (Busland AG)
196,363 (Autobusbetrieb RBS)
191,882 (PostAuto AG)
169,3 (Busbetrieb Solothurn und Umgebung)
137,S11 (Aare Seeland mobil (snb))
127,10 (Städtische Verkehrsbetriebe Bern)
117,S7 (Regionalverkehr Bern-Solothurn)
115,S44 (BLS AG (bls))
115,8 (Städtische Verkehrsbetriebe Bern)
85,IC5 (Schweizerische Bundesbahnen SBB)
