Fahrten,Namen
3320,Bern
1543,Solothurn
829,Bätterkinden
513,Zuchwil
412,Biberist
297,Fraubrunnen
273,Utzenstorf
252,Mattstetten
229,Lohn-Ammannsegg
196,Gerlafingen
193,Koppigen
192,Jegenstorf
191,Grenchen
177,Derendingen
172,Lyssach
143,Grossaffoltern
130,Ittigen
126,Langendorf
118,Buchegg
94,Kirchberg (BE)
