Fahrten,Namen
1293,6 (Städtische Verkehrsbetriebe Bern)
1152,S7 (Regionalverkehr Bern-Solothurn)
121,44 (Autobusbetrieb RBS)
90,791 (PostAuto AG)
88,S1 (BLS AG (bls))
85,40 (Autobusbetrieb RBS)
56,S11 (BLS AG (bls))
54,S2 (BLS AG (bls))
52,794 (PostAuto AG)
46,10 (Städtische Verkehrsbetriebe Bern)
45,168 (Städtische Verkehrsbetriebe Bern)
40,781 (PostAuto AG)
38,9 (Städtische Verkehrsbetriebe Bern)
33,S4 (BLS AG (bls))
31,S8 (Regionalverkehr Bern-Solothurn)
25,793 (PostAuto AG)
21,S42 (BLS AG (bls))
19,S41 (BLS AG (bls))
17,28 (Städtische Verkehrsbetriebe Bern)
17,792 (PostAuto AG)
