Fahrten,Namen
103,S8 (Regionalverkehr Bern-Solothurn)
17,RE1 (BLS AG (bls))
6,7 (Städtische Verkehrsbetriebe Bern)
6,17 (Städtische Verkehrsbetriebe Bern)
5,38 (Autobusbetrieb RBS)
4,10 (Städtische Verkehrsbetriebe Bern)
4,S4 (BLS AG (bls))
3,IC61 (Schweizerische Bundesbahnen SBB)
2,12 (Städtische Verkehrsbetriebe Bern)
2,5 (STI Bus AG)
1,1 (STI Bus AG)
1,IR17 (BLS AG (bls))
1,EC (Schweizerische Bundesbahnen SBB)
1,8 (Städtische Verkehrsbetriebe Bern)
1,S6 (BLS AG (bls))
0,S45 (BLS AG (bls))
0,6 (Städtische Verkehrsbetriebe Bern)
0,2 (STI Bus AG)
0,IC6 (Schweizerische Bundesbahnen SBB)
0,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
