Fahrten,Namen
664,Bern - Mattstetten
137,Jegenstorf - Mattstetten
98,Burgdorf - Jegenstorf
87,Ittigen - Mattstetten
78,Bern - Bäriswil
67,Mattstetten - Zollikofen
58,Fraubrunnen - Mattstetten
50,Mattstetten - Rapperswil (BE)
47,Mattstetten - Ostermundigen
33,Burgdorf - Fraubrunnen
30,Lyssach - Mattstetten
26,Köniz - Mattstetten
22,Jegenstorf - Kirchberg (BE)
20,Mattstetten - Muri bei Bern
19,Hindelbank - Jegenstorf
19,Biel/Bienne - Mattstetten
16,Lyss - Mattstetten
15,Mattstetten - Thun
15,Bäriswil - Ittigen
14,Kirchberg (BE) - Moosseedorf
