Fahrten,Namen
215,Ittigen - Mattstetten
214,Bern - Mattstetten
187,Mattstetten - Rapperswil (BE)
120,Mattstetten - Zollikofen
105,Moosseedorf - Rapperswil (BE)
104,Bern - Moosseedorf
93,Ittigen - Moosseedorf
73,Ittigen - Jegenstorf
70,Jegenstorf - Rapperswil (BE)
61,Bern - Rapperswil (BE)
59,Mattstetten - Schüpfen
59,Moosseedorf - Zollikofen
56,Lyss - Mattstetten
48,Ittigen - Rapperswil (BE)
41,Lyss - Moosseedorf
38,Mattstetten - Ostermundigen
37,Jegenstorf - Zollikofen
29,Biel/Bienne - Mattstetten
25,Moosseedorf - Schüpfen
23,Ittigen - Zollikofen
