Fahrten,Namen
2364,S8 (Regionalverkehr Bern-Solothurn)
587,S31 (BLS AG (bls))
435,41 (Autobusbetrieb RBS)
384,36 (Autobusbetrieb RBS)
349,S3 (BLS AG (bls))
251,38 (Autobusbetrieb RBS)
102,S11 (BLS AG (bls))
95,107 (PostAuto AG)
92,M11 (Busbetrieb Solothurn und Umgebung)
88,898 (Autobusbetrieb RBS)
69,S4 (BLS AG (bls))
69,106 (PostAuto AG)
55,34 (Autobusbetrieb RBS)
50,465 (Busland AG)
48,RE5 (Regionalverkehr Bern-Solothurn)
20,S41 (BLS AG (bls))
18,S35 (BLS AG (bls))
17,7 (Städtische Verkehrsbetriebe Bern)
17,871 (Autobusbetrieb RBS)
16,10 (Städtische Verkehrsbetriebe Bern)
