Fahrten,Namen
2139,Worb Dorf
475,Bern
273,"Worb Dorf, Bahnhof"
208,"Bern, Zytglogge"
191,Vechigen
165,"Gümligen, Bahnhof (Tram)"
150,"Rubigen, Bahnhof"
145,Boll-Utzigen
121,Gümligen
109,"Bern, Egghölzli"
100,Rüfenacht
98,"Bolligen, Bahnhof"
96,"Bern, Brunnadernstrasse"
90,Stettlen
89,Langenloh
77,Münsingen
74,Ittigen bei Bern
69,"Gümligen, Siloah"
67,Worblaufen
66,Scheyenholz
