Fahrten,Namen
150,Bern - Vechigen
7,Münsingen - Vechigen
5,Freimettigen - Vechigen
5,Belp - Vechigen
4,Thun - Vechigen
3,Burgdorf - Vechigen
2,Rapperswil (BE) - Vechigen
2,Hasle bei Burgdorf - Vechigen
2,Oberburg - Vechigen
1,Kirchberg (BE) - Vechigen
1,Köniz - Vechigen
1,Lyss - Vechigen
1,Steffisburg - Vechigen
1,Toffen - Vechigen
1,Lützelflüh - Vechigen
1,Kehrsatz - Vechigen
1,Hindelbank - Vechigen
0,Biel/Bienne - Vechigen
0,Schüpfen - Vechigen
0,Fraubrunnen - Vechigen
