Fahrten,Namen
194,S7 (Regionalverkehr Bern-Solothurn)
10,RE1 (BLS AG (bls))
9,S4 (BLS AG (bls))
6,S2 (BLS AG (bls))
5,RE7 (BLS AG (bls))
4,S31 (BLS AG (bls))
3,IC61 (Schweizerische Bundesbahnen SBB)
2,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
2,IR35 (Schweizerische Bundesbahnen SBB)
2,S41 (BLS AG (bls))
2,S44 (BLS AG (bls))
2,S3 (BLS AG (bls))
1,5 (STI Bus AG)
1,IR65 (BLS AG (bls))
1,160 (Städtische Verkehrsbetriebe Bern)
1,RE5 (Regionalverkehr Bern-Solothurn)
1,1 (STI Bus AG)
1,IR17 (BLS AG (bls))
1,472 (PostAuto AG)
1,3 (STI Bus AG)
