Fahrten,Namen
1876,S8 (Regionalverkehr Bern-Solothurn)
161,S31 (BLS AG (bls))
129,36 (Autobusbetrieb RBS)
125,RE5 (Regionalverkehr Bern-Solothurn)
101,S3 (BLS AG (bls))
99,41 (Autobusbetrieb RBS)
75,S7 (Regionalverkehr Bern-Solothurn)
61,10 (Städtische Verkehrsbetriebe Bern)
52,12 (Städtische Verkehrsbetriebe Bern)
40,8 (Städtische Verkehrsbetriebe Bern)
40,465 (Busland AG)
36,S11 (BLS AG (bls))
33,S4 (BLS AG (bls))
32,IC61 (Schweizerische Bundesbahnen SBB)
30,7 (Städtische Verkehrsbetriebe Bern)
30,RE1 (BLS AG (bls))
29,S20 (Schweizerische Bundesbahnen SBB)
25,S2 (BLS AG (bls))
24,S1 (BLS AG (bls))
23,IR17 (BLS AG (bls))
