Fahrten,Namen
53,Bern - Lohn-Ammannsegg
2,Lohn-Ammannsegg - Lyss
1,Bern - Lüterkofen-Ichertswil
1,Lohn-Ammannsegg - Ostermundigen
1,Ittigen - Lohn-Ammannsegg
1,Lohn-Ammannsegg - Muri bei Bern
1,Köniz - Lohn-Ammannsegg
0,Bern - Bätterkinden
0,Basel - Lohn-Ammannsegg
0,Lohn-Ammannsegg - Vechigen
0,Lohn-Ammannsegg - Thun
0,Kehrsatz - Lohn-Ammannsegg
0,Lüterkofen-Ichertswil - Oberdiessbach
0,Belmont-Broye - Lohn-Ammannsegg
0,Ittigen - Lüterkofen-Ichertswil
0,Lohn-Ammannsegg - Schüpfen
0,Bolligen - Lohn-Ammannsegg
