Fahrten,Namen
57,Lohn-Ammannsegg
53,Bern
1,Ostermundigen
1,Ittigen
1,Muri bei Bern
1,Köniz
0,Basel
0,Vechigen
0,Thun
0,Kehrsatz
0,Bolligen
