Fahrten,Namen
785,S8 (Regionalverkehr Bern-Solothurn)
61,10 (Städtische Verkehrsbetriebe Bern)
52,12 (Städtische Verkehrsbetriebe Bern)
40,8 (Städtische Verkehrsbetriebe Bern)
32,IC61 (Schweizerische Bundesbahnen SBB)
30,7 (Städtische Verkehrsbetriebe Bern)
30,RE1 (BLS AG (bls))
25,S2 (BLS AG (bls))
24,S1 (BLS AG (bls))
23,IR17 (BLS AG (bls))
22,6 (Städtische Verkehrsbetriebe Bern)
21,17 (Städtische Verkehrsbetriebe Bern)
15,S5 (BLS AG (bls))
11,IC6 (Schweizerische Bundesbahnen SBB)
10,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
9,102 (PostAuto AG)
7,IC1 (Schweizerische Bundesbahnen SBB)
7,S20 (Schweizerische Bundesbahnen SBB)
7,S52 (BLS AG (bls))
7,1 (STI Bus AG)
