Fahrten,Namen
348,Bern - Fraubrunnen
68,Burgdorf - Fraubrunnen
62,Bern - Lyssach
37,Fraubrunnen - Mattstetten
26,Fraubrunnen - Kirchberg (BE)
26,Bätterkinden - Lyssach
23,Fraubrunnen - Jegenstorf
18,Lyssach - Solothurn
18,Bätterkinden - Fraubrunnen
16,Fraubrunnen - Zollikofen
15,Fraubrunnen - Ittigen
13,Fraubrunnen - Solothurn
12,Fraubrunnen - Rapperswil (BE)
12,Derendingen - Lyssach
11,Fraubrunnen - Moosseedorf
11,Fraubrunnen - Köniz
10,Biberist - Lyssach
10,Lyssach - Zuchwil
9,Fraubrunnen - Ostermundigen
9,Lyssach - Subingen
