Fahrten,Namen
928,S7 (Regionalverkehr Bern-Solothurn)
95,795 (PostAuto AG)
75,781 (PostAuto AG)
62,7 (Städtische Verkehrsbetriebe Bern)
49,10 (Städtische Verkehrsbetriebe Bern)
38,S3 (BLS AG (bls))
35,S52 (BLS AG (bls))
27,8 (Städtische Verkehrsbetriebe Bern)
27,19 (Städtische Verkehrsbetriebe Bern)
27,9 (Städtische Verkehrsbetriebe Bern)
23,17 (Städtische Verkehrsbetriebe Bern)
22,20 (Städtische Verkehrsbetriebe Bern)
21,IR35 (Schweizerische Bundesbahnen SBB)
20,EC (Schweizerische Bundesbahnen SBB)
17,S44 (BLS AG (bls))
14,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
10,S4 (BLS AG (bls))
8,794 (PostAuto AG)
8,RE1 (BLS AG (bls))
8,S1 (BLS AG (bls))
