Fahrten,Namen
196,S7 (Regionalverkehr Bern-Solothurn)
21,S3 (BLS AG (bls))
17,10 (Städtische Verkehrsbetriebe Bern)
13,S52 (BLS AG (bls))
8,IR35 (Schweizerische Bundesbahnen SBB)
6,EC (Schweizerische Bundesbahnen SBB)
6,20 (Städtische Verkehrsbetriebe Bern)
6,7 (Städtische Verkehrsbetriebe Bern)
6,8 (Städtische Verkehrsbetriebe Bern)
5,17 (Städtische Verkehrsbetriebe Bern)
5,9 (Städtische Verkehrsbetriebe Bern)
5,S4 (BLS AG (bls))
4,19 (Städtische Verkehrsbetriebe Bern)
2,S44 (BLS AG (bls))
2,160 (Städtische Verkehrsbetriebe Bern)
1,RE5 (Regionalverkehr Bern-Solothurn)
1,100 (PostAuto AG)
1,IR65 (BLS AG (bls))
1,321 (PostAuto AG)
1,340 (PostAuto AG)
